teamName,matches,_FG_Scored,opp_FG_Scored,_FG_Attempted,opp_FG_Attempted,_FG_Percent,opp_FG_Percent,_2P_Scored,opp_2P_Scored,_2P_Attempted,opp_2P_Attempted,_2P_Percent,opp_2P_Percent,_3P_Scored,opp_3P_Scored,_3P_Attempted,opp_3P_Attempted,_3P_Percent,opp_3P_Percent,_eFG%,opp_eFG%,_FT_Scored,opp_FT_Scored,_FT_Attempted,opp_FT_Attempted,_FT_Percent,opp_FT_Percent,_ORB,opp_ORB,_DRB,opp_DRB,_AST,opp_AST,_STL,opp_STL,_BLK,opp_BLK,_TOV,opp_TOV,_PF,opp_PF,_PTS,opp_PTS,SOS,NET
BoiseState,27,26.4074,24.6296,58.0741,56.7407,45.4926,43.5074,18.5185,18.0741,35.4444,36.963,51.8926,49.2519,7.8889,6.5556,22.6296,22.8148,35.437,32.037,52.2593,49.3259,14.7037,11.5556,23.037,21.963,70.9111,68.5481,8.963,7.8889,25.963,24.5556,13.6296,11.3704,6.4444,5.4074,2.8148,2.3704,11.7778,13.9259,17.2222,19.037,75.4074,67.3704,97,34
BostonCollege,20,25,29.65,59.25,60.4,42.165,48.96,16,21.95,32.05,38.7,49.815,56.82,9,7.7,27.2,21.7,33.27,34.525,49.69,55.245,12.35,12.5,20.7,17.55,67.625,71.595,9.35,9.65,23.85,27.5,11.4,14.65,7.25,6.7,3.85,3.35,13.75,13.55,16.2,17.35,71.35,79.5,41,141
BostonUniversity,18,25.0556,27.5,57.3889,58.0556,44.1222,47.6833,18.1111,20.1667,35.6111,37.7778,50.4778,53.9944,6.9444,7.3333,21.7778,20.2778,33.0833,37.0389,50.3333,54.0722,12.3333,11.6111,23.6111,20.6111,68.2056,63.6611,10.0556,8.8333,25.3333,24.3889,9.7778,12.3889,5.3333,6.3333,2.8333,2.4444,12.3889,10.2778,16.9444,16.9444,69.3889,73.9444,90,206
BowlingGreen,26,27.8462,27.0385,66.5769,60.9231,42.0577,44.4077,19.6538,19.1538,40.9231,37.2692,48.3308,51.8885,8.1923,7.8846,25.6538,23.6538,32.2654,32.3654,48.2577,50.8,13.6154,12.6154,26.9615,22.2692,61.5731,64.6615,12.5769,10.8846,25.8462,28.6154,12.6154,13.3462,7.0769,5.3077,2.1923,3.8077,9.8462,13.7692,17,16.9615,77.5,74.5769,148,284
Bradley,28,26.2857,23.3571,58.4286,56.0714,45.1107,42.0857,19.4286,14.3214,36.8929,31.6786,52.9179,45.6321,6.8571,9.0357,21.5357,24.3929,31.0786,36.5286,50.9857,50.2286,10.1429,10.8214,28.6429,31.7143,58.7107,52.7857,10.1429,9.2143,26.75,24.5,13.6429,12.8571,5.1429,6.5,3.5,2.1071,12.3571,12,16.25,14.1071,69.5714,66.5714,131,102
Bryant,22,29,27.7273,62.3636,67.2273,46.6045,41.3864,19.5455,20.2727,37.4545,41.2727,51.9773,49.2136,9.4545,7.4545,24.9091,25.9545,38.7364,28.8,54.2,46.9409,16.3182,12.7273,28.3182,27.7727,70.2818,60.7727,10.2273,12.6818,29.5455,25.8182,15.2727,14.6818,6.9091,7.2273,3.3182,3.6364,15.1364,13.7273,16.5909,19.1364,83.7727,75.6364,295,205
Bucknell,12,25.9167,27.8333,56.9167,63.5833,45.3333,43.9083,18.5833,20.4167,34.6667,43,52.9667,48.3417,7.3333,7.4167,22.25,20.5833,32.9917,34.7417,51.7833,49.8083,15.75,14.25,20.6667,18.5833,76.15,76.7417,6.5,10.6667,27,26.25,12,15.3333,5.8333,7,3.5,3.1667,12.6667,11.5,17.4167,17.5,74.9167,77.3333,180,334
Buffalo,25,30.64,26.52,66.48,64,46.176,41.572,23.64,20.48,45.76,42.92,51.72,47.82,7,6.04,20.72,21.08,33.44,29.612,51.528,46.376,13.08,13.84,19.48,28.6,67.24,64.304,14.8,10.6,28.96,25,15.88,13.04,7.96,6.44,4.12,3.04,13.88,13.08,17.68,17.04,81.36,72.92,182,120
Butler,25,22.88,25.32,55.72,54.48,41.4,46.96,15.72,18.16,33.56,34,47.188,53.984,7.16,7.16,22.16,20.48,32.884,35.884,47.94,53.636,10.6,10.88,30.28,26.08,52.988,60.524,9.2,7.76,23.08,26.16,12.32,13.8,5.56,5.12,2.04,3.68,11.44,12.32,16.24,16.72,63.52,68.68,35,117
BYU,27,28.7407,24.7778,59.5556,60.2593,48.2222,41.0778,20,17.8148,36.1111,39.1481,55.6,45.3148,8.7407,6.963,23.4444,23.7037,36.1222,31.3778,55.5074,46.8852,11.8889,12.1111,21.6296,21.1852,67.4111,63.2556,9.4815,8.8889,29.7407,23.5556,16.1481,11.5556,4.5926,6.2593,2.7778,2,13.1852,11.3333,18.037,18.5185,78.1111,68.6296,53,59
California,29,22.7931,24.931,52.9655,53.6897,43.1621,46.6103,15.7586,18.3793,31.5172,36.1724,50.3,50.9966,7.0345,6.5517,21.4483,20.3793,32.9103,35.8966,49.8517,52.669,12.7931,12.8276,22.5172,23.7241,65.9897,63.8207,8.1034,7.6552,23.5172,24.7931,11.931,12.8276,4.3448,6.1379,2.2414,2.8276,12.7586,11.5862,17.7931,17.0345,65.4138,69.2414,71,150
CaliforniaBaptist,23,27.5652,26.087,57.913,59.0435,47.6261,44.2217,18.2174,19.2609,34.1739,39.4348,53.7391,48.6826,9.3478,6.8261,23.7391,19.6087,38.9826,35.287,55.7174,50.013,14.6522,13.7826,33.087,27.6957,61.1739,60.687,9.6522,9.3913,27.3913,23.3043,17.6087,13.7391,5.0435,6.4348,2.4783,2.2174,13.5652,11.9565,19.7826,19,79.1304,72.7826,277,222
CalPoly,24,21.6667,24.9167,54.8333,56.625,39.3208,44.0792,15.125,18.2083,34.375,37.625,43.3667,48.8833,6.5417,6.7083,20.4583,22.5417,31.9042,33.4083,45.2917,49.9583,11.6667,14.375,19.875,20.2917,65.5792,70.5333,7.7917,9.9583,24.625,27.5,12.4583,12.875,6.25,7.25,3.5,3.1667,13.8333,12.8333,18.5833,17.2083,61.5417,70.9167,186,308
CalStateBakersfield,26,26.3462,21.3846,58.9231,50.1154,44.4846,42.9269,20.7308,14.3462,43,29.5769,48.2731,48.6577,5.6154,7.0385,27.1154,20.5385,29.9115,33.5808,49.2,50.05,11.4231,14.2308,31.7308,30.2692,51.6885,61.7577,13.3846,8.0385,23.5,20.6538,14.0385,12.0385,6.4231,5.8077,3,2.8846,13,14.1923,19.1538,16.1538,69.7308,64.0385,176,280
CalStateFullerton,16,26.875,29.1875,59.4375,61.375,45.2438,47.6813,18.6875,20.875,38.125,40.1875,49.0437,51.6688,8.1875,8.3125,21.3125,21.1875,38.925,38.5125,52.1937,54.5312,15.0625,11.875,20.375,22.0625,74.4375,66.7812,8.75,9.875,24.125,26.3125,13.625,16.75,6.6875,6.8125,2,3.3125,12.8125,13.875,16.9375,19.125,77,78.5625,213,155
CalStateNorthridge,22,25.4545,27.3182,60.1364,58.3636,42.6409,47.1545,17.7273,18.9545,37.2727,35,47.6591,54.1,7.7273,8.3636,22.8636,23.3636,34.6864,36.3273,49.0864,54.2909,13.4545,14.6818,22.0909,21.4545,69.3,68.6273,9.4545,9.5909,23.7273,27.8636,13.2727,14.9545,6.3636,5.9545,2.1364,2.3636,11.8636,13.1818,17.4091,18.0455,72.0909,77.6818,248,326
Campbell,27,25.8889,24.9259,52.1852,54.2963,49.5,45.6741,18.6667,18.5926,32.9259,33.7407,56.463,54.8704,7.2222,6.3333,19.2593,20.5556,37.1593,30.3556,56.3185,51.5519,12,11.963,18.7778,22.1481,65.0556,64.2519,6.1111,9.6667,22.2963,23.4815,14.3333,10.8889,6.1111,5.6667,2.2593,2.2222,12.0741,14.4074,17,17.8519,71,68.1481,243,218
Canisius,13,24.6923,26,60.4615,57.4615,40.8615,45.0615,17.2308,19.9231,35.3077,39.6154,48.9846,50.0154,7.4615,6.0769,25.1538,17.8462,30.0615,33.2231,47.1,50.3615,13.5385,13.0769,25.5385,24.1538,66.9,65.7923,10,9,24.6154,27.5385,12.6923,11.4615,5.6154,5.3846,3.5385,3.4615,12,14.4615,18.0769,18.2308,70.3846,71.1538,314,252
CentralArkansas,24,25.25,28.9167,57.8333,63.625,43.7375,45.0333,18.1667,19.8333,38.3333,39.1667,47.175,50.1375,7.0833,9.0833,19.5,24.4583,35.7292,37.3208,49.8625,52.1167,13.2917,13.625,20.5833,25.5833,70.725,67.7583,10.25,10.125,26.6667,25.1667,13.4167,16.5417,5.0417,9.3333,2.6667,3.375,17.4583,11.875,18.0417,17.25,70.875,80.5417,123,317
CentralConnecticut,21,24.8571,28.1905,58.5714,60,42.4143,47.019,17.7143,19.9048,36.5238,36.4286,48.4571,54.5095,7.1429,8.2857,22.0476,23.5714,32.8476,35.0667,48.4762,54.0714,11.6667,12.7143,22.8571,23.9048,63.8762,61.4476,8.6667,11.2381,22.9524,27.8571,12.8571,16.1429,6.9048,7.7143,2.5714,2.9524,14.1905,14.4286,17.0952,16.0952,68.5238,77.381,242,345
CentralMichigan,23,27.4348,29.0435,61.6087,63.7391,44.5087,45.587,20.8261,20.3043,41.5217,38.4348,50.4957,53.2435,6.6087,8.7391,22.4783,25.3043,32.1304,34.2174,49.8435,52.4261,15.3043,12.9565,22.7391,19.3043,67.3087,73.3696,10.6522,11.4783,25.5652,27.2174,10.6957,15.0435,8.1739,6.2609,2.913,3.7391,13.3478,13.913,17.2174,19.3043,76.7826,79.7826,206,318
Charleston,19,25.3158,24.4737,56.1053,55,45.1526,44.6579,17,16.5789,33.8947,33.1053,49.9368,50.7316,8.3158,7.8947,22.2105,21.8947,38.4316,35.7263,52.6421,51.9737,11.6316,13.1053,28,26.0526,57.4053,64.6632,8.3684,8.6842,24.4211,24.8421,10.5789,12.6842,5.2632,4.7895,2.7895,3,10.3684,11.6842,17.0526,16.2105,70.5789,69.9474,212,144
CharlestonSouthern,21,22.8571,26.4286,56.2857,59.5714,40.619,44.5762,15.2381,18.8095,32.1905,37.381,47.0619,50.6571,7.619,7.619,24.0952,22.1905,31.7333,34.0857,47.3619,50.9571,12.1429,13.3333,20.381,20.2381,68.2429,65.7714,10.1905,11.8095,25.5238,25.9524,10.3333,13,6.1429,8.8095,3.7619,3.7143,16.4762,13.1429,18.3333,17.5238,65.4762,73.8095,276,347
Charlotte,25,21.8,24.88,50.44,55.48,43.3,45.116,16.08,17.88,32.8,34.04,49.164,52.148,5.72,7,17.64,21.44,32.276,32.292,48.964,51.404,14.16,9.96,25.64,33.64,67.64,55.32,6.88,7.84,24.24,24.08,11.28,13.28,5.44,6.92,2.92,3.52,13.4,12.44,14.52,15.92,63.48,66.72,192,188
Chattanooga,26,25.6538,26.4615,58.5385,58.0769,43.6731,45.5615,17.2692,19.6154,35.1923,37.4231,48.5538,52.1885,8.3846,6.8462,23.3462,20.6538,35.3,32.3538,50.9192,51.5308,12.9231,9.5,28.7308,38.1923,66.9038,50.3,8.3462,8.2692,25.5385,26.6154,12.2692,12.9615,6.8462,5.1923,1.8462,3.7692,11.1154,13.2308,14.2308,15.9615,72.6154,69.2692,202,63
ChicagoState,9,20,32.7778,55.2222,62,36.0667,52.7667,14.3333,23.7778,32.6667,39.2222,43.6333,60.4889,5.6667,9,22.5556,22.7778,24.6889,37.9889,41.1889,60.0556,9.7778,14.1111,22.7778,20.3333,60.6333,69.2,6,12.2222,20,30.2222,9.8889,19.3333,5.4444,6.4444,1.4444,2.8889,15.5556,11.5556,19.7778,14.6667,55.4444,88.6667,62,340
Cincinnati,23,24.6087,24.6957,58.2174,56.5217,42.4,43.7913,17.5217,18.0435,35.4348,36.6957,49.4739,49.3826,7.087,6.6522,22.7826,23.4783,31.3,31.6783,48.4826,49.6696,12.6087,16.087,22.1739,24.4783,63.0652,71.0435,10.6522,8.6522,25.5217,25.913,14.9565,13.8696,6.7391,6.8696,3.7826,3.6522,14.6087,13.2609,18.9565,17.4348,68.913,72.1304,80,96
Clemson,24,23.4167,22.0417,55.125,52.75,42.6375,41.7958,15.1667,14.8333,31.2083,31.0833,49.0667,48.5333,8.25,7.2083,23.9167,21.6667,35.3375,32.8333,50.2083,48.6375,9.8333,10.625,41.5417,31.3333,46.7458,53.975,8.6667,8.875,23.9583,23.9167,13.2917,11.2083,6.0833,6.5417,2.875,3.0833,12.625,14.0833,15.5833,15.25,64.9167,61.9167,32,81
ClevelandState,27,25.963,24.1111,57.7407,56.6667,44.9704,42.7296,19.5926,16.7407,37.9259,32.6296,52.0741,51.4259,6.3704,7.3704,19.8148,24.037,32.3333,30.2667,50.637,49.3037,12.5926,15.5926,27.037,24.2593,59.6407,69.3926,10.5926,11.4815,24,23.8889,13.7037,12.5926,6.9259,6.3704,2.5185,2.8889,12.8148,13.8148,19.4074,16.6296,70.8889,71.1852,215,179
CoastalCarolina,26,28.1538,23.8077,61.6923,61.0769,45.35,39.1885,19.6538,15.2308,37.9231,33.3846,50.8962,45.8346,8.5,8.5769,23.7692,27.6923,36.1538,31.1462,52.2577,46.2231,14.6923,12,23.6538,23.9231,69.7115,63.5462,13.5385,10.4615,29.9231,23.1154,15.5385,12.6538,8.1923,7.8462,3.9615,2.4231,15.1538,13.9615,16.7308,18.2692,79.5,68.1923,329,152
Colgate,16,30.9375,26.0625,62.6875,63.4375,49.4437,41.0438,21.6875,20,39.875,40.4375,54.425,49.6938,9.25,6.0625,22.8125,23,40.6562,26.575,56.8375,45.7812,14.0625,11.4375,24.4375,16.6875,68.4813,69.125,9.6875,10.25,29.9375,24.9375,17.125,10.6875,7.0625,5.375,3.3125,2.875,10.75,11.9375,16.1875,17.625,85.1875,69.625,257,124
Colorado,32,25.875,22.9375,56.7188,54.5,45.6906,42.2406,18.1875,16.5625,36.0938,35.375,50.2875,47.2,7.6875,6.375,20.625,19.125,36.9781,33.0938,52.4875,48.15,13.6875,11.5625,23.375,23.75,74.4625,66.05,9.8125,8.5625,24.9688,22.0312,13.625,11.0938,5.2188,4.75,2.75,2.9062,11.375,13.125,16.4375,16.5312,73.125,63.8125,78,74
ColoradoState,28,25.5357,24.5714,54.8571,58.2143,46.7107,42.2393,17.1429,16.6786,31.0714,32.8929,55.8464,50.9964,8.3929,7.8929,23.7857,25.3214,34.7214,31.2429,54.4393,49.0571,14.5357,9.7857,28.6429,27.8214,67.0179,51.8786,7.5,9.7857,26.8214,23.75,14.5714,13.3571,5.8571,6.3571,2.6071,3.25,13.4643,13.8214,16.6071,18.3214,74,66.8214,115,35
Connecticut,23,26.1739,22.3478,60.3478,54.0435,43.3522,41.7174,19.4348,16.5217,40.2174,36.0435,48.4826,46.6,6.7391,5.8261,20.1304,18,33.6348,32.7261,48.9696,47.213,12.6522,14.0435,25.1304,27.8696,65.9652,61.0565,13.6087,10.3043,24.6087,22.8261,12.913,10.5217,6.1739,5.4348,5.2609,2.7391,11.6522,13,18.7826,17.0435,71.7391,64.5652,60,18
CoppinState,22,24.0455,28.5,58.5455,68.4091,41.4864,42.1955,15.2727,19.9091,29.5909,40.5455,51.8909,49.4636,8.7727,8.5909,28.9545,27.8636,30.4364,30.5091,49.1,48.6409,15.9091,13.5455,29.5909,21.6818,58.5182,69.0955,7.4545,13.8182,28.7273,32.8636,13,13.9091,8.5455,7.2727,3.2273,2.8182,15.8636,16.2273,18,20.5,72.7727,79.1364,187,301
Creighton,31,28.3226,24.871,60.0645,60.9355,47.2355,41.0032,18.871,17.2903,33.9032,37,55.9774,47.2968,9.4516,7.5806,26.1613,23.9355,36.029,31.7129,55.0839,47.2323,9.871,10.9032,32.5161,28.5806,51.2387,57.0968,8.4516,10.8065,27.3226,25.871,15.6774,13.0968,6.9677,5.5484,3.3548,2.8065,11,12.5484,15.3226,16,75.9677,68.2258,68,51
Davidson,22,26.0455,22.8182,55.1818,53.4545,47.0591,42.7136,16.2273,15.4545,28.1364,31.5909,57.5273,48.8227,9.8182,7.3636,27.0455,21.8636,35.5409,33.2955,55.9227,49.5273,9.8636,11.1364,29.5,31.3636,54.8818,56.5682,8.9545,7.1364,25.5,22.8182,15.0909,10.8182,5.1818,4.7273,2.5909,2.2273,10.7273,10.4545,14.8636,16,71.7727,64.1364,108,46
Dayton,24,24.6667,25.2917,51.625,59.6667,47.8833,42.6333,16.6667,18.0417,30.125,37.0833,55.5833,48.9708,8,7.25,21.5,22.5833,37.7708,31.9333,55.6667,48.8083,12.4167,9.9583,27.4583,28.8333,63.4083,53.4083,6.7083,10.75,26.2917,22.4167,13.5417,12.75,4.4583,5.625,1.9583,2.9167,14.4167,11.875,15.375,17.0417,69.75,67.7917,100,52
Delaware,15,23.1333,24.0667,52.8667,57.0667,43.9267,42.3733,16,17.3333,31.4667,37.4667,50.4733,46.0933,7.1333,6.7333,21.4,19.6,32.1933,34.3333,50.74,48.36,14.1333,12.6,24.6667,27.9333,65.7467,65.0333,8.7333,9.3333,26.3333,23.6,12.5333,10.6667,4.6,6.4667,3.6,2.6,14.3333,11.4667,17.4667,17.9333,67.5333,67.4667,327,134
DelawareState,19,24.6316,29.1579,62.2632,62.2632,39.6632,46.9526,16.6316,20.6842,36.3684,38.4737,45.6316,54.5632,8,8.4737,25.8947,23.7895,30.6105,35.2421,46.1632,53.8684,13.5263,18.9474,18.7895,26.7895,71.7737,70.9579,10.8421,11.8421,24.8421,29.2632,11.3684,15.7895,6.4737,8.4737,3.6316,4.0526,16.8947,14.7368,21.3158,18.3684,70.7895,85.7368,241,357
Denver,21,24.7143,26.6667,55.8095,55.9048,44.5,47.9238,18,18.4286,36.619,34.3333,49.7095,54.019,6.7143,8.2381,19.1905,21.5714,34.3905,38.4524,50.5286,55.2286,13.6667,17.5714,22.6667,25.2381,68.0238,73.2,7.4286,8.1429,22.8571,26.2381,11.9524,11.2857,5.7143,6.4762,2.5714,3.3333,14.8095,13.619,20.5238,19.9048,69.8095,79.1429,333,296
DePaul,19,25.3158,24.7368,60.7368,59.3158,41.7632,41.9,19.8947,17.3158,43.5263,35.2632,45.9316,49.4789,5.4211,7.4211,25.6842,24.0526,27.9632,30.7263,46.2211,48.2158,9.7368,15.0526,26.5789,29.1053,55.2158,65.0632,12,11.7895,25.4737,25.6316,11.4211,13.7895,6.8421,7.3158,3.8947,3.9474,15.7895,14.4211,19.6842,16.1053,65.7895,71.9474,51,103
Detroit,22,27.1818,27.5909,58.6364,59.5455,46.9545,46.6318,16.9545,18.2727,32.5,34.2273,53.2273,53.3227,10.2273,9.3182,26.1364,25.3182,38.9682,37.1455,55.9955,54.5636,11.9091,9.4545,20.4545,39.3182,72.5,47.7909,9,9.7273,23.6818,24.1364,14.3182,17.1364,6.8182,5.4545,2.4545,2.6818,11.5,12.6818,14.2727,16.0455,76.5,73.9545,273,237
DixieState,21,24.4762,27.6667,58.4286,61.1905,41.8524,45.1857,18.381,20.8571,38.5238,38.9524,47.681,53.4,6.0952,6.8095,19.9048,22.2381,29.3667,29.781,47.0333,50.7429,14.5238,14.1905,20.3333,21.381,71.1143,66.7095,9.1905,11.4762,25.5714,27.9524,15.2857,14.7143,6.8095,7.381,2.0476,3.5714,15.2381,14.5714,20.9048,19.381,69.5714,76.3333,252,273
Drake,31,29.2903,23.3871,60.5806,55.4194,48.3452,42.3742,22.2581,17.1613,41.4194,35.4839,54.029,48.4323,7.0323,6.2258,19.1613,19.9355,36.5419,31.5258,54.2129,47.9677,10.3226,11.4839,20.0968,26,67.729,62.9968,10.5806,8.6129,25.5484,22.5806,13.6452,10.8387,6.9677,5.4839,2.9677,3.129,10.3226,12.6452,15.7419,14.0968,75.9355,64.4839,175,85
Drexel,20,25.7,25.2,55,56.2,47.02,44.87,18.45,19.25,35.45,37.6,52.18,51.79,7.25,5.95,19.55,21.85,37.995,31.36,53.73,50.125,11.7,11.05,19,38.85,70.06,50.02,8.8,7.95,25.05,21.85,14.9,10.7,4.55,6.15,2.4,3.15,12.8,10.5,14.9,15.3,70.35,67.4,283,154
Duke,24,28.8333,25.9583,61.5,56.9583,47.0167,45.7792,20.4583,19.4167,37.6667,38.5417,54.7583,50.5333,8.375,6.5417,23.8333,21.9167,35.3708,35.5458,53.9042,51.5,9.9583,12.8333,35.8333,23.9583,49.9042,65.075,11.2083,9.8333,24.125,23.8333,15.75,12.6667,8.125,6.3333,4.5,3.8333,12.7917,13.8333,17.0833,15.1667,76,71.2917,58,10
Duquesne,18,24.3333,23.4444,57.7778,56.1667,42.0333,41.8389,17.9444,17.2222,36.3889,34.2222,49.4111,50.3611,6.3889,6.2222,21.3889,21.9444,30.1278,27.5889,47.6,47.4889,11.8889,14,22.9444,33.7778,62.9278,60.2056,11.3889,10.7222,24.9444,25.3333,13.3889,13.3333,6.7222,6.7778,4.4444,3.1111,13.3333,13.3889,17.2222,16.5556,66.9444,67.1111,110,278
EastCarolina,19,23.6316,23,57.5789,54.3158,40.9421,42.3105,17.8947,15.5789,38.6842,31.2105,46.2421,49.7421,5.7368,7.4211,18.8947,23.1053,29.0105,32.2842,45.8632,49.0895,13.7895,14.5263,27.3158,24.5789,65.6211,67.7474,9.9474,9.1579,24.4211,26.6842,15.9474,12.8947,6.1579,6.6316,3.1053,3.2105,12.6316,14.5789,17.1579,17.3684,66.7895,67.9474,132,183
EasternIllinois,27,26.1852,26.7407,60.1111,59.2963,44.0704,45.1963,19.2963,18.7037,38.8519,37.1852,49.5593,50.3519,6.8889,8.037,21.2593,22.1111,35.0444,36.0481,49.9889,52.0111,10.1481,13.4074,28.8519,28.4815,51.6926,62.7259,10.5926,10.2593,24.3704,26.2222,13.3333,14.8148,7.1481,7.4074,3.2593,2.963,14.2222,13.2963,16.1111,15.1111,69.4074,74.9259,246,356
EasternKentucky,29,30.0345,26.5517,67.1034,59.8276,44.9897,44.8414,20.4138,19.6207,40.2759,38.4828,51.0138,51.5448,9.6207,6.931,26.8276,21.3448,36.0138,32.3448,52.2138,50.7,12.1034,13.6552,27.8966,24.8966,60.9172,66.8034,10.5862,10.5517,25.0345,28.8966,15.8966,15.2414,10.3103,6.1724,3.5517,2.7931,12.8621,19.1724,18.3793,16.5172,81.7931,73.6897,310,269
EasternMichigan,18,24.8889,28.1111,59.8333,58.7222,41.6444,47.8111,17.7778,18.7222,37,33.4444,47.9833,56.2889,7.1111,9.3889,22.8333,25.2778,31.3778,36.7778,47.5444,55.8,13.5,10.0556,18.1111,28.5,74.5444,54.3222,9.3889,9.7778,23.6111,27.9444,11,17.7778,8.8333,6,2.3333,2.2778,12.2778,15.4444,15.2222,16.5,70.3889,75.6667,138,306
EasternWashington,24,27.7917,25.7083,59.375,61.625,46.9625,41.8417,19.2917,18.7917,35.4583,39.5833,54.4292,47.5583,8.5,6.9167,23.9167,22.0417,35.7125,31.45,54.0625,47.4167,14.2083,12.0833,17.9583,29.7917,77.7042,60.2375,7.5833,9.6667,27.75,24.75,15.2083,11.5833,4.7917,5.75,2.9167,2.2083,11.5417,11.625,16.9583,18.25,78.2917,70.4167,217,221
EastTennesseeState,25,24.8,22.92,56.64,54.8,43.684,41.848,16.76,14.48,33.64,30.12,49.944,48.812,8.04,8.44,23,24.68,34.336,34.304,50.8,49.648,11.8,11.88,29.56,23,59.28,65.516,10.2,9.12,25.68,23.8,11.8,12.84,7.36,6.44,2.52,3.08,13.56,13.76,17.24,16.84,69.44,66.16,139,185
Elon,19,23.6316,22.1579,57,51.7895,41.4,42.9737,15.5263,15.3684,32.0526,30.4737,48.2684,50.8316,8.1053,6.7895,24.9474,24.6316,32.4526,30.4895,48.5947,49.4632,10.3684,13.8947,26.6316,21.1579,56.7,65.5684,8.7368,7.1579,25.5789,26.1579,10.8421,9.7895,5.6842,6.2632,2.0526,3.2632,11.4737,12.2632,18.8947,15.8421,65.7368,65,258,253
Evansville,25,22.84,25.8,51.96,50.2,44.024,51.612,13.24,19.8,26.48,35.56,49.404,55.992,9.6,6,25.48,19.88,37.308,37.488,53.288,57.516,9.48,12,30.96,18.56,49.316,66,5.96,6.6,20.84,25.28,11.64,11.2,4.88,5.16,2.24,2.24,10.88,11.6,15.08,15.96,64.76,69.6,136,327
Fairfield,27,21.4815,24.5556,53.9259,56.1852,39.7963,44.0407,15.4444,18.4444,34.7778,37.4444,44.2741,49.7333,6.037,6.1111,19.1481,21.7778,31.4074,31.6148,45.4111,49.5407,12.7778,11.4444,24.4444,23.6296,65.0481,59.3852,9.8148,9.1852,25.3333,25.1111,10.037,12.2222,4.6296,6.1111,2.2963,3.4815,12.9259,10.7407,17.7778,18.8519,61.7778,66.6667,308,202
FairleighDickinson,24,26.875,28.3333,59.5833,60.8333,45.2833,46.9292,18.7917,20.5,38.0417,37.4167,49.9,54.8125,8.0833,7.8333,21.5417,23.4167,37.0292,34.0625,52.0458,53.375,13.2083,14.25,25.75,27.375,66.6583,64.3833,10.1667,11.75,23.625,25.2917,11.9583,16.5417,7.5833,7,3.875,3.3333,14.1667,14.0417,18.3333,17.1667,75.0417,78.75,260,349
FAU,23,28.3478,23.1739,61.2609,56,45.8391,41.813,18.6522,16.2174,35.7391,35.5652,51.9304,46.1739,9.6957,6.9565,25.5217,20.4348,37.4478,33.8478,53.613,48.0913,11.6957,13.5217,26.913,28.6957,57.8696,61.3087,12.4783,8.3913,27.8696,24.1739,14.5652,10.3913,7.6087,5.4348,2.7391,2.6087,13.8261,14.2174,18,17.0435,78.087,66.8261,279,132
FGCU,18,26.8333,25.6111,62.5556,60.8333,42.8167,42.2833,18.7222,18.5,34.8333,38.1111,53.2222,48.9333,8.1111,7.1111,27.7222,22.7222,28.9389,31.6556,49.3556,48.1611,10,10.6667,27.3889,28.3333,51.9667,57.95,11.5556,10.6667,27.3333,26.8333,13.6667,11.8333,7.4444,7.1111,4.2778,3.5,14.7222,14.4444,15.5556,15.7778,71.7778,69,345,199
FIU,26,26.5385,27.8846,61.6923,59.0385,42.9269,47.1462,16.0385,21.1538,30.3077,40.3462,53.2615,52.2654,10.5,6.7308,31.3846,18.6923,32.6654,35.6423,51.3308,52.8692,10.0385,13.8462,32.6923,21,49.9346,67.7885,9.6923,10.9615,22.8846,27.3077,14.6154,12.8846,8.4231,7.0385,3.9615,2.7692,14.6154,16.5769,17.8077,15.1154,73.6154,76.3462,250,266
Florida,25,26.52,24.64,56.28,58.28,47.356,42.128,19.76,18.16,37.28,37.12,53.256,48.892,6.76,6.48,19,24.08,35.72,30.36,53.36,47.744,14.36,14.52,22.6,20.48,72.044,71.264,9.92,11.2,25.36,22,11.72,12.6,7.2,7.52,5.2,3.32,15,14.32,18.6,17.76,74.16,70.28,24,61
FloridaA&M,20,25,24.8,56.3,58.05,44.62,42.955,20.25,18.8,41.15,37,49.62,51.295,4.75,6,27.25,21.05,27.25,28.825,48.935,48.17,10.95,12.9,24.95,25.45,59.925,58.595,10.3,11.65,24.95,23.75,13.25,11.95,6.5,7.35,2.5,2.65,16.9,15.2,18.2,17.35,65.7,68.5,205,310
FloridaState,25,27.72,23.28,58.44,58.6,47.704,39.868,20.04,15.76,38.04,35.44,52.972,44.524,7.68,7.52,23.64,23.16,37.388,32.208,54.292,46.376,14.04,15.12,27.72,23.76,66.012,69.292,11,11.88,25.64,21.24,14.48,11.92,7.28,6.92,5.08,2.76,14.36,13.76,18.4,16.6,77.16,69.2,57,104
Fordham,14,18.3571,23.7143,51.1429,54.5,36.15,43.45,12.7143,15,30.1429,28.4286,43.0143,53.8214,5.6429,8.7143,21,26.0714,25.8143,33.4429,41.7429,51.3429,9.4286,10.4286,31.3571,27,46.85,59.55,6.7857,10,22.8571,28.5,10.9286,15.5,6.2143,6.7857,2,2.6429,13.3571,12.3571,15.8571,14.9286,51.7857,66.5714,125,177
