teamName,matches,_FG_Scored,opp_FG_Scored,_FG_Attempted,opp_FG_Attempted,_FG_Percent,opp_FG_Percent,_2P_Scored,opp_2P_Scored,_2P_Attempted,opp_2P_Attempted,_2P_Percent,opp_2P_Percent,_3P_Scored,opp_3P_Scored,_3P_Attempted,opp_3P_Attempted,_3P_Percent,opp_3P_Percent,_eFG%,opp_eFG%,_FT_Scored,opp_FT_Scored,_FT_Attempted,opp_FT_Attempted,_FT_Percent,opp_FT_Percent,_ORB,opp_ORB,_DRB,opp_DRB,_AST,opp_AST,_STL,opp_STL,_BLK,opp_BLK,_TOV,opp_TOV,_PF,opp_PF,_PTS,opp_PTS
Lamar,29,22.8966,24.8966,57.0345,55.8966,40.2552,44.4862,17.6552,16.7586,39.5172,32.4483,45.1828,52.4103,5.2414,8.1379,27.3448,23.4483,26.6276,34.0586,44.8448,51.8,10.2759,15.0345,24.5172,21.3103,59.7517,69.1034,11.1034,10.6207,23.6897,25.4138,11.069,16.6552,5.8276,7.4138,2.9655,2.931,14.5517,11.9655,18.8621,15.931,61.3103,72.9655
ChicagoState,32,21.875,25.5625,55.9688,55.0,39.3594,46.6156,14.2812,17.6875,31.5625,35.3438,45.4906,50.1938,7.5938,7.875,24.4062,19.6562,31.6563,40.6969,46.2406,53.7938,10.75,15.3438,25.5625,29.0938,57.6406,66.5125,11.5625,10.3438,21.75,25.0312,9.5625,14.3438,5.375,6.4062,2.25,3.375,14.75,12.4688,19.5312,17.5312,62.0938,74.3438
TarletonState,31,22.7419,22.8387,54.2903,51.3226,42.0871,44.5129,17.7097,15.9032,37.8065,29.7742,47.2387,53.4065,5.0323,6.9355,18.9032,21.5484,29.0774,32.0032,46.7839,51.2903,14.0645,12.7097,22.7419,22.8065,68.5194,65.4,9.4516,10.1935,21.0645,24.129,11.2581,13.4516,7.6452,5.1613,2.1935,5.0323,12.1935,16.2903,18.1935,18.0,64.5806,65.3226
Troy,32,24.0625,23.0312,56.625,55.6875,42.4719,41.7219,16.5625,16.2188,33.7188,35.0,49.0563,46.9625,7.5,6.8125,22.9062,20.6875,32.7625,32.9469,49.1844,47.9281,13.5625,12.75,26.0625,23.9375,66.2,64.9563,11.1875,9.5,25.9375,24.0312,13.7812,11.8438,7.875,8.2188,2.2188,3.5625,15.3125,14.8438,17.6875,17.2812,69.1875,65.625
Ohio,35,25.6571,24.8,59.5429,55.9143,43.2057,44.5829,16.6286,18.2,32.6286,34.9429,50.9743,51.9857,9.0286,6.6,26.9143,20.9714,33.1714,31.0029,50.7943,50.5257,13.6857,11.7429,20.4571,27.3714,70.9114,59.98,10.0286,8.4286,24.0857,26.5714,12.6,11.3429,7.5143,5.6857,2.6,3.2571,10.5143,14.2286,14.4571,18.3143,74.0286,67.9429
MiddleTennessee,37,26.027,23.0,57.8378,55.6486,45.1865,41.3973,17.8649,16.6216,33.1351,35.0,53.8216,47.7324,8.1622,6.3784,24.7027,22.973,33.727,29.2595,52.2838,47.1459,14.6757,14.8108,27.6757,23.9189,65.6081,69.8865,10.2973,10.2432,25.0,23.6486,12.4324,10.1892,7.973,6.3514,4.2162,3.1892,12.8919,14.7027,18.3784,17.4324,74.8919,67.1892
AirForce,29,21.6207,23.069,49.5517,49.8276,43.7897,46.7586,14.4483,17.8966,28.0,33.2414,51.8241,54.1621,7.1724,5.1724,21.5517,21.6552,32.9793,29.6759,51.0276,52.0103,8.6207,14.7241,29.931,24.9655,47.8103,70.5655,5.931,8.5862,20.6207,24.3793,12.4828,10.8966,5.4483,5.3793,3.0345,3.3448,13.6207,12.8621,18.0345,16.7931,59.0345,66.0345
SouthDakota,31,26.7419,25.0645,57.3871,55.3548,46.5065,45.3452,19.6129,17.6129,38.3226,34.7742,50.9806,50.7871,7.129,7.4516,19.0645,23.3226,36.4903,35.1968,52.7903,52.0677,14.5161,13.3226,32.4516,25.3871,61.5452,65.5871,8.9032,7.0968,25.4516,23.4839,11.9355,9.5806,4.4194,4.5484,2.2903,2.3226,9.9677,11.0323,17.6452,19.0323,75.129,70.9032
Tulsa,31,24.0323,24.7742,55.3871,56.1613,43.5645,44.3581,17.1935,15.6774,35.4194,31.0645,48.729,50.9613,6.8387,9.0968,19.9677,25.0968,33.9258,35.7129,49.8452,52.4516,12.4839,11.2581,28.0323,19.5484,60.8903,64.4806,8.9677,10.1935,23.6452,24.6129,11.7742,13.5484,6.8387,7.1613,2.2258,3.871,12.8065,13.5484,16.0,16.8065,67.3871,69.9032
TexasSouthern,32,25.0938,23.5,57.9375,58.9062,43.2969,39.975,19.4688,17.125,40.0312,37.9375,48.7781,45.8,5.625,6.375,20.5625,22.9688,30.525,29.7594,48.1687,45.3687,13.2188,12.7188,25.6875,24.6562,62.4938,61.5438,11.7188,10.6875,27.4688,23.875,10.7188,11.3125,5.5625,8.0312,5.1562,2.4375,14.8438,12.0625,17.6562,18.4375,69.0312,66.0938
HolyCross,31,23.9355,26.2581,57.8387,56.5484,41.4355,46.5613,18.0968,19.7419,40.8387,38.2581,44.4968,51.8613,5.8387,6.5161,26.5161,21.871,31.3161,32.829,46.4161,52.2806,11.5161,11.6774,26.3871,27.0645,61.8839,60.9903,10.1935,9.3226,23.6452,26.0645,10.1613,13.4194,5.9355,6.0645,3.8065,3.3871,12.4839,12.3226,16.9032,16.1935,65.2258,70.7097
Bethune-Cookman,30,23.6667,24.5,56.8333,54.7,41.99,45.1333,18.8667,17.8,42.5333,34.2333,44.8433,52.9167,4.8,6.7,22.1,20.4667,30.7667,32.4367,46.2933,51.3567,11.2333,13.8333,26.3333,23.5333,57.38,66.0033,10.0,9.6333,22.5333,25.1667,10.7333,13.2667,7.9333,6.8,2.4333,4.6333,13.3333,13.9,17.1333,15.8,63.3667,69.5333
Denver,32,25.5,26.1875,55.4062,58.4062,46.3406,44.925,18.25,17.9062,35.6875,35.0938,51.5656,51.0563,7.25,8.2812,22.0625,23.3125,35.5344,34.9156,52.8875,51.9719,12.2812,13.7188,22.1562,30.6562,65.2,62.6562,7.625,9.625,24.625,24.6562,12.3125,12.0938,5.2188,5.3438,3.3438,3.2812,12.9375,11.6562,17.4062,17.75,70.5312,74.375
IdahoState,30,22.4333,25.5333,53.6,54.5333,41.6767,46.9133,15.3667,18.8667,30.8,34.7,49.5533,54.4367,7.0667,6.6667,22.8,19.8333,29.5233,33.3433,48.09,53.0467,12.4333,13.8,29.1667,22.2667,60.0233,68.7033,10.0,8.5667,22.7333,24.3333,10.4333,11.5,4.5333,6.8,2.2,2.6333,13.8,11.2333,18.1667,19.4667,64.3667,71.5333
Army,31,25.9355,26.4194,59.2581,59.8065,43.7742,44.2677,19.1935,17.8387,38.3548,35.6129,50.0226,50.5548,6.7419,8.5806,23.6129,24.1935,31.3355,35.1161,49.4097,51.429,11.8065,8.9677,21.2581,32.0645,61.0355,49.6903,11.1935,9.5484,25.9355,25.7097,12.4839,14.2903,7.8065,7.6129,1.871,4.1613,13.1613,13.871,14.8387,16.9355,70.4194,70.3871
Montana,32,24.8125,23.1562,54.75,52.5938,45.0125,44.4813,17.8125,17.5,34.7188,36.7188,51.0562,48.2437,7.0,5.6562,20.0312,18.1562,34.7375,35.225,51.3,49.9094,15.5625,14.9375,27.375,25.0312,71.5125,65.2344,6.25,8.125,24.375,25.75,13.125,10.0938,5.5,4.125,2.8438,2.75,10.25,13.125,18.7188,17.9375,72.1875,66.9062
ArkansasState,29,25.6897,24.8966,57.0,58.1034,45.2138,42.8931,20.2759,18.5517,39.5862,38.8276,51.4586,47.7345,5.4138,6.3448,25.3103,19.2759,27.5793,33.0172,50.0345,48.3966,14.069,11.931,26.9655,33.6897,66.1,57.1448,10.1724,10.069,25.8621,23.7931,15.5862,11.7931,7.8621,7.1034,3.3103,3.2069,13.8966,13.7586,16.6552,17.2414,70.8621,68.069
UtahState,34,26.9706,24.0588,56.5882,56.0,47.7735,43.1059,19.1765,16.6765,33.8235,34.3529,57.1765,48.9471,7.7941,7.3824,22.7647,24.1471,33.0824,32.3765,54.5971,49.6676,11.7059,11.3529,22.7059,23.4118,65.8324,60.7206,8.4118,7.8529,26.7941,23.5,17.6765,12.9706,6.0588,6.1176,2.0588,2.9706,12.3824,12.3235,16.5588,16.8529,73.4412,66.8529
ColoradoState,31,26.4839,23.9677,55.1613,55.7097,47.7581,43.3645,18.7097,16.0,33.3871,31.4194,55.5129,51.3645,7.7742,7.9677,21.7742,24.2903,35.3871,32.2903,54.7,50.5,12.6452,10.129,25.9677,33.0645,68.0645,53.1774,6.7097,8.1613,24.8387,23.6129,14.2581,11.9677,6.4194,5.5161,3.0323,2.8387,10.0323,12.3548,15.0645,17.1935,73.3871,66.0323
Nevada,31,25.871,26.0323,57.6129,59.0,45.0548,44.2452,18.9032,16.7742,36.7097,33.0645,52.2935,50.5677,6.9677,9.2581,23.6774,25.9355,32.0581,35.8419,51.1484,52.1161,13.8387,12.2903,26.1613,22.871,68.6419,65.3839,8.3548,8.9032,26.3871,25.5161,14.6129,14.5484,6.3871,6.0,3.3226,2.6774,13.1935,13.0,17.5806,18.3226,72.5484,73.6129
BoiseState,35,24.2571,22.6571,54.5714,53.0,44.6629,42.9857,16.9143,16.9714,33.3714,35.6,50.9914,48.56,7.3429,5.6857,21.2,19.8857,34.5629,31.5943,51.4086,48.4171,12.4,9.8571,23.9714,28.8571,61.1914,50.8543,10.1429,6.9429,24.5143,23.0,11.4,9.8571,6.0,5.2,3.4286,2.8571,12.0,13.1143,15.0571,19.2857,68.2571,60.8571
UNLV,32,24.4375,22.9688,57.5625,56.1562,42.6563,41.2375,16.2188,15.625,33.0938,32.75,49.2188,48.0344,8.2188,7.3438,24.4688,23.4062,33.7969,30.9844,49.8562,47.8969,12.7812,12.3125,25.5938,25.375,62.5625,62.8438,9.625,9.0625,26.375,25.9375,13.7188,12.2812,6.0938,5.0,2.8125,2.8438,11.125,11.375,17.8438,16.875,69.875,65.5938
SanJoseState,31,23.6774,27.0645,55.3871,58.129,42.4806,46.7645,14.871,20.0645,30.3871,38.3871,48.8484,52.4871,8.8065,7.0,25.0,22.5161,34.6,34.3742,50.3581,52.8774,8.129,11.1935,29.5806,24.871,50.2871,63.9645,7.6129,9.871,23.5161,26.3226,13.0323,14.0968,5.2258,6.2258,3.1613,2.5484,13.1935,10.5806,16.3548,14.4516,64.2903,72.3226
Wyoming,34,25.0882,24.2647,54.8235,58.5294,45.9265,41.6824,17.0,17.5,31.2059,36.1765,54.6206,48.6912,8.0882,6.7647,23.6176,22.3529,33.15,30.3559,53.2029,47.5324,14.2647,10.2059,25.0,25.1176,65.7971,60.5,8.1765,8.7059,27.3235,23.9412,11.2059,10.2647,3.9118,5.1765,1.9706,2.6471,11.3235,10.7059,15.2353,19.2941,72.5294,65.5
NewMexico,32,26.0625,26.9688,59.9375,59.125,43.575,45.7719,18.2812,20.375,37.3438,38.875,48.9625,52.9375,7.7812,6.5938,22.5938,20.25,34.6063,33.2438,50.0969,51.4062,14.3438,14.8125,22.9688,27.125,68.9281,65.2719,8.8125,10.0,25.125,27.4688,11.75,14.0625,6.2188,5.9688,4.3438,3.1875,11.7188,13.1875,18.375,17.8125,74.25,75.3438
SanDiegoState,32,23.7812,20.4375,55.0312,53.1875,43.4969,38.4125,17.7812,14.4062,38.0938,33.0938,46.9906,43.7656,6.0,6.0312,16.9375,20.0938,36.4719,29.4125,49.0219,44.0844,11.8438,11.2188,22.9062,26.875,62.5156,59.7781,9.7812,9.4688,25.125,23.5312,11.8438,10.4688,7.4688,5.8438,4.75,3.0312,12.75,14.4375,17.4688,17.0312,65.4062,58.125
FresnoState,36,23.75,21.2222,53.2222,51.8333,44.6806,41.0667,16.8056,14.1389,32.6111,29.9722,51.4333,47.0111,6.9444,7.0833,20.6111,21.8611,34.3111,32.3361,51.2083,47.8833,11.7778,9.8889,32.9167,26.1111,54.1083,56.7472,8.8611,7.4167,25.1667,22.9444,11.9722,10.5833,6.1111,5.5,2.8056,2.1111,11.1389,12.4167,15.3889,16.6111,66.2222,59.4167
Akron,34,24.3235,23.0294,52.9118,54.6176,46.0618,42.2765,16.5294,16.4118,30.9118,35.2647,53.1559,46.7265,7.7941,6.6176,22.0,19.3529,35.7853,33.6382,53.4706,48.3882,14.2059,9.9706,29.4706,23.5882,61.8588,61.9235,9.8235,8.7941,25.1176,22.1765,11.6471,9.4412,5.8824,5.5,3.2353,2.2647,11.4118,11.7941,15.7941,18.9412,70.6471,62.6471
OhioState,32,25.5938,24.125,54.375,58.125,47.1656,41.5375,17.75,17.0625,32.875,37.2188,54.4406,45.8594,7.8438,7.0625,21.5,20.9062,35.7313,33.3625,54.3656,47.6406,13.75,12.375,23.125,23.9062,70.6031,67.1906,9.0,10.2812,25.5938,21.6875,12.4375,11.5312,4.4688,6.1875,4.6875,2.5,11.2188,10.1562,16.4375,17.3125,72.7812,67.6875
NonDivI-PointPark,3,16.6667,36.6667,60.0,69.3333,27.7333,53.0,10.6667,23.6667,36.6667,36.3333,28.5333,65.2,6.0,13.0,23.3333,33.0,25.8,39.6667,32.8333,62.3667,6.0,14.6667,41.6667,22.3333,31.8667,65.5667,10.3333,16.3333,20.3333,36.3333,9.0,21.6667,4.6667,10.0,1.0,7.6667,18.0,10.6667,20.6667,15.3333,45.3333,101.0
NonDivI-WheelingJesuit,2,16.5,35.0,53.5,62.5,30.25,55.95,11.5,23.0,34.5,32.5,32.55,69.95,5.0,12.0,19.0,30.0,26.1,40.2,34.9,65.55,8.0,8.5,12.0,49.5,66.65,27.95,10.5,13.0,16.0,28.0,7.0,16.0,7.0,11.5,1.5,7.0,18.5,11.5,16.0,12.0,46.0,90.5
Fordham,32,23.0312,24.375,58.4375,57.3125,39.3375,42.6875,15.625,18.1875,33.4688,37.4688,47.2531,49.3969,7.4062,6.1875,24.9688,22.25,29.9656,30.7906,45.7094,48.0875,12.625,11.8438,29.9688,26.4688,62.2969,59.1625,10.25,9.5,26.625,27.5,11.8438,12.0,7.3125,5.7812,3.7188,3.2188,13.1562,13.6875,17.7188,17.25,66.0938,66.7812
AppalachianState,34,24.1765,23.7059,57.8235,56.5882,41.7059,42.3294,15.8529,17.0294,32.9412,35.0,47.6941,49.6971,8.3235,6.6765,24.8824,21.5882,33.6088,31.7471,48.9853,48.2676,10.4118,9.0294,24.4706,37.2941,57.9059,52.2706,9.8529,8.6176,25.4118,26.0588,12.5588,13.1765,5.6176,5.2059,2.5,3.0882,10.2941,11.9706,12.8529,15.2941,67.0882,63.1176
Evansville,30,20.9667,26.1333,52.7667,52.6667,39.5167,49.68,12.8,19.3333,27.9667,34.8333,45.5467,55.8733,8.1667,6.8,24.8,17.8333,33.0467,38.06,47.2467,56.1367,9.0667,11.6667,39.0667,25.6,46.0867,61.1867,4.8667,6.2333,22.3333,28.7,10.7,12.1,5.9333,5.3,2.0667,2.3667,11.1667,11.6333,14.6667,14.9,59.1667,70.7333
Marshall,33,27.8485,28.0303,63.8485,62.2121,43.7061,45.4182,20.2727,20.697,38.697,40.7576,52.1515,51.1545,7.5758,7.3333,25.1515,21.4545,30.2455,35.7091,49.703,51.3788,10.7273,13.0606,30.3939,26.6364,56.7455,65.0182,10.7879,10.2121,26.3636,27.9697,14.2727,12.7273,6.7576,7.697,4.8485,2.4848,13.1212,13.3333,15.5455,14.5152,74.0,76.4545
Southern,31,25.5161,22.9677,57.9355,51.9355,44.2419,44.3645,18.6452,17.5161,38.4516,33.2258,48.7645,53.0097,6.871,5.4516,19.4839,18.7097,35.5806,28.771,50.2226,49.6774,14.0,16.4516,24.8387,24.9355,66.0065,68.2097,9.5484,9.5806,21.9355,24.9355,13.3871,11.4516,10.4839,6.6129,2.5806,3.871,14.4839,18.9677,20.4839,18.7742,71.9032,67.8387
FloridaA&M,30,24.4,23.7667,56.7667,56.1333,43.4167,42.3433,19.8333,16.8667,41.6667,36.2333,48.2567,47.21,4.5667,6.9,17.3667,21.8667,28.7933,32.88,47.57,48.5833,11.6333,14.3667,28.6,24.4,56.5633,64.5433,8.9667,11.9333,23.6333,25.2667,12.0,12.3333,6.2667,6.2,3.0667,2.2,12.5,12.8667,17.7333,15.7,65.0,68.8
WrightState,36,27.4167,27.0,59.4444,59.7778,46.4444,45.375,20.9444,20.1389,40.0,39.1111,52.4222,51.6139,6.4722,6.8611,19.4444,23.0,33.9639,32.3806,51.8889,51.1861,14.5,10.9444,20.5833,25.8889,72.4083,60.4417,10.5,10.3056,24.4167,23.4167,13.9444,11.1667,5.8889,7.3611,3.0,2.8889,12.2222,13.0,14.5278,17.8889,75.8056,71.8056
Buffalo,30,29.7,26.5667,65.2333,62.8,45.49,42.4333,21.2,20.1333,40.3667,42.4667,52.8833,47.7667,8.5,6.4333,24.8667,22.5,34.5433,31.0867,52.0167,47.61,12.0333,12.7,29.4667,34.2,56.9667,57.45,14.1667,10.9,28.2667,23.8333,15.0333,11.5,7.1333,6.1333,4.5667,3.3333,13.2,12.0667,17.1,16.6,79.9333,72.2667
BallState,31,25.4194,26.7742,57.5161,60.1613,44.5323,44.6129,16.871,17.5161,33.8065,34.4839,50.2258,50.9387,8.5484,9.2581,23.7097,25.6774,37.0774,35.5613,52.0097,52.3516,14.9355,13.9677,23.7742,21.7419,66.5742,69.9161,9.7097,10.0645,25.9355,26.0968,13.1613,13.3226,6.0645,7.3871,2.3871,2.9032,13.9677,12.4194,17.9032,19.7097,74.3226,76.7742
KentState,34,25.0588,22.2059,56.8235,53.8824,44.1353,41.3412,17.5,14.8235,34.1176,30.2353,51.7324,48.8382,7.5588,7.3824,22.7059,23.6471,33.0529,32.0,50.7471,48.2765,13.5882,13.4118,24.0882,24.5882,67.9382,63.3588,10.3824,8.8235,25.4706,22.9118,12.4412,11.7353,7.1471,6.3824,3.4118,2.3824,12.2353,13.5,18.1765,17.1765,71.2647,65.2059
WesternMichigan,31,23.5484,27.2903,56.0,59.4194,42.4452,46.0129,15.0968,19.4194,30.5806,35.5806,49.9677,54.4161,8.4516,7.871,25.4194,23.8387,33.0387,32.9677,50.1516,52.6581,9.8387,12.6774,23.7097,25.3226,60.1419,64.5516,9.2581,10.871,23.8387,25.2258,10.2903,13.3548,5.3226,7.1613,2.3226,3.7742,13.7097,10.2581,16.8387,14.5806,65.3871,75.129
BowlingGreen,31,28.4194,28.5161,65.2903,63.6774,43.6387,45.0645,20.1935,18.9355,41.0645,36.2258,49.6355,52.2161,8.2258,9.5806,24.2258,27.4516,34.2452,35.3226,49.9581,52.5871,15.1935,13.871,25.3871,23.6452,70.0613,67.7194,12.1935,11.0968,26.5806,27.2258,12.5806,14.4194,7.3226,6.3226,3.4194,2.6452,12.2903,13.1613,17.7419,18.0645,80.2581,80.4839
EasternMichigan,31,25.2258,27.7097,58.5806,61.7097,43.2,44.9613,18.9032,19.8065,38.0645,39.4516,49.7774,50.1323,6.3226,7.9032,20.5161,22.2581,30.8129,35.6968,48.5935,51.4419,12.3548,12.6774,27.0,27.6129,62.271,62.0484,8.4839,10.4516,26.3226,27.7742,10.129,12.6774,5.8387,6.8065,3.1935,3.5484,13.8387,12.4194,17.4839,17.2258,69.129,76.0
CentralMichigan,30,23.1333,26.7333,56.5333,58.5667,41.0967,45.54,15.4,18.1,33.8667,33.7667,45.9233,53.1233,7.7333,8.6333,22.6667,24.8,33.9533,34.74,47.9433,52.9533,11.9333,14.8667,27.4,21.1,60.09,70.49,9.2,10.9333,24.0,27.0667,11.5,14.4,6.2667,6.3667,3.0333,3.2667,13.5667,11.4667,19.9333,17.1,65.9333,76.9667
Toledo,34,29.9118,25.5,62.4118,63.1176,47.9176,40.4941,23.0,17.4706,42.8824,36.9706,53.4118,47.3794,6.9118,8.0294,19.5294,26.1471,35.6324,30.2853,53.4412,46.8412,13.1765,9.6176,22.8529,30.5882,69.4971,52.8176,10.6765,10.7647,29.2647,24.3824,15.2647,12.7059,5.5588,5.1471,2.7353,4.6471,10.2941,11.0294,15.0882,16.5294,79.9118,68.6471
Miami(OH),32,27.1875,26.2188,61.875,58.8438,43.9406,44.8406,18.0625,17.8438,35.5,34.75,51.2594,51.55,9.125,8.375,26.375,24.0938,34.4344,35.2094,51.2813,52.0969,11.75,12.6562,32.7188,22.5312,60.5031,68.0438,9.8438,10.1562,24.75,26.2812,13.7188,13.2188,5.5312,6.2188,3.1562,2.9375,10.4062,12.5312,16.0312,16.375,75.25,73.4688
NorthernIllinois,30,23.0,24.4667,54.9,54.7667,41.9033,44.9533,17.1667,18.0,36.5,34.7667,46.4133,52.62,5.8333,6.4667,21.2,20.0,30.6533,32.84,47.26,50.9333,12.2667,16.1333,21.0,22.2667,66.23,73.4267,8.4667,9.9333,23.8333,26.4,11.2333,13.2667,6.2667,6.4333,2.7333,4.6333,13.6667,13.5667,20.4,17.2333,64.1,71.5333
UCLA,35,27.6286,23.1143,61.3143,55.6571,45.3543,41.7629,20.8571,16.3143,42.1714,34.4571,49.9314,47.5943,6.7714,6.8,21.5714,21.2,34.3943,32.6343,50.9,47.8886,13.3714,11.4286,24.6286,27.6857,66.2943,61.1286,11.2857,8.6,25.4,24.6286,13.8571,11.6,6.9429,4.4571,3.2857,3.1714,8.9429,13.1143,15.8286,16.9714,75.4,64.4571
LouisianaTech,34,26.7941,24.4118,58.8824,59.1176,45.2824,41.5176,18.5294,16.7647,34.5882,36.0588,53.3,46.7882,8.2647,7.6471,24.2941,23.0588,33.9706,32.9324,52.3529,48.0176,13.3824,11.5294,20.3235,32.9412,70.3118,56.7235,9.2941,10.0,26.9118,25.6765,13.5882,12.2647,6.5,6.4118,2.1176,3.0294,11.5294,13.6176,14.6176,17.2059,75.2353,68.0
Alabama,33,27.6061,26.8788,62.7879,61.4545,44.1303,43.8606,18.3636,19.4545,32.8788,39.4848,56.1606,49.4303,9.2424,7.4242,29.9091,21.9697,31.2182,34.4152,51.4394,49.9485,15.0303,15.2727,27.7576,24.303,66.4091,66.8758,13.3939,11.4848,26.1818,24.5758,14.6667,12.3939,7.0606,7.8182,4.697,3.6667,14.5455,13.1818,18.5152,18.2727,79.4848,76.4545
SouthDakotaState,35,30.8,27.2571,59.1143,62.4,52.4943,43.7886,21.4857,18.2,38.1714,36.7714,57.2,49.3543,9.3143,9.0571,23.3714,25.6286,42.6571,35.7857,60.4629,51.0457,14.9429,9.6,25.7143,38.7429,68.76,47.3857,7.5429,8.6286,27.9143,23.1429,15.0857,12.1429,6.0857,4.9143,2.5429,2.5714,11.0,11.7429,15.3143,17.8571,85.8571,73.1714
SouthAlabama,33,26.1515,22.6364,56.8788,55.9394,46.1394,40.5879,19.3636,15.7576,36.7273,34.2121,53.2697,46.4667,6.7879,6.8788,20.1515,21.7273,33.7424,31.3121,52.1848,46.8152,12.4848,11.8182,26.1515,27.1515,59.9333,60.2333,9.697,10.8485,24.7576,23.8485,11.9091,12.0303,6.9697,5.6364,4.8788,2.4545,12.6061,14.7273,16.4545,17.0909,71.5758,63.9697
Oakland,32,25.75,26.0312,58.625,60.4375,43.8219,43.0,18.4375,18.3125,34.3438,35.125,53.5656,52.0594,7.3125,7.7188,24.2812,25.3125,29.5188,30.3375,50.1125,49.3406,15.5625,8.7812,25.0,31.4688,73.7656,47.3906,10.8438,11.9062,23.6562,23.4688,13.375,16.25,9.0312,6.0312,2.4062,3.0625,12.25,14.7188,13.6562,16.875,74.375,68.5625
Iona,33,26.4242,24.3636,59.1212,58.6061,44.9636,41.6242,19.3333,18.4848,37.7879,39.1515,51.3758,47.2848,7.0909,5.8788,21.3333,21.4242,33.4303,29.6727,51.0364,46.6758,15.2727,14.0,22.0303,26.9091,69.4545,64.7152,11.4242,10.8182,25.5455,24.4545,16.0909,11.5455,6.5455,7.0909,6.0,3.1515,12.6667,13.4242,18.2121,18.9697,75.2121,68.6061
Drake,36,27.1944,23.3333,59.0556,54.3333,46.2694,43.0,20.1667,16.5556,38.6111,33.75,52.4833,48.6667,7.0278,6.7778,24.7778,20.5833,32.0972,33.2028,52.2194,49.2944,12.4722,12.9722,33.75,24.1667,56.4083,66.3361,10.0278,8.3889,24.6667,23.4722,11.8611,10.0556,7.0,5.5278,3.1944,2.9444,10.8056,13.25,16.9722,16.3611,73.8889,66.4167
Miami(FL),37,27.3243,26.4595,57.7027,57.7568,47.4405,46.2703,20.3784,18.7568,37.1892,35.4054,54.9108,53.6297,6.9459,7.7027,20.5135,22.3514,33.0649,34.2784,53.473,53.0432,12.3514,9.7297,27.8378,29.8378,59.9135,51.0622,7.2703,10.1892,23.3514,25.1622,14.1081,15.1351,8.8378,5.1622,3.2162,3.3243,9.5405,13.9189,14.8649,15.4595,73.9459,70.3514
Gonzaga,32,32.6562,24.6562,62.6562,64.8438,52.1594,38.0375,24.4688,18.0625,40.5312,43.25,60.3594,41.9813,8.1875,6.5938,22.125,21.5938,36.7469,30.5969,58.7063,43.1,13.6875,10.3125,21.9375,27.5312,70.5719,57.9938,9.6562,9.9062,32.1875,23.5312,17.9688,10.125,6.4062,6.0625,5.6562,2.8125,11.5625,12.0,15.5625,18.3125,87.1875,66.2188
Houston,38,27.7368,19.5789,59.6579,52.7105,46.4737,37.1895,19.8947,13.1053,36.4737,30.2105,54.4132,43.3526,7.8421,6.4737,23.1842,22.5,33.3421,28.7789,53.0842,43.3158,11.5263,13.1316,21.0789,22.8947,63.5316,66.1,13.3158,9.9474,25.6842,22.0263,16.2368,10.8158,8.0263,5.9211,5.1579,2.3158,11.1316,14.2368,17.1579,16.8684,74.8421,58.7632
Memphis,33,26.9394,23.3636,57.4242,58.7879,46.9061,40.1091,20.7273,15.303,39.9394,33.6061,52.0667,46.1091,6.2121,8.0606,20.0606,25.1818,33.5818,32.2485,52.3394,47.0333,15.0606,13.5455,23.1212,26.5152,67.6182,63.2788,12.5152,11.7273,26.2727,20.9697,15.8182,13.2727,8.3939,9.1818,5.4545,3.5455,15.9697,14.5152,18.8182,18.4848,75.1515,68.3333
JacksonvilleState,32,26.1875,24.3125,56.125,59.4062,46.6219,40.975,16.9062,15.5,32.0938,32.8438,52.9719,47.4906,9.2812,8.8125,24.0312,26.5625,37.8281,32.7156,54.9531,48.3781,11.875,9.7812,25.1875,33.8438,59.6781,52.8312,9.6875,9.75,27.0938,22.9688,14.3125,13.1562,6.2188,6.3125,2.875,2.6875,13.0938,11.8438,14.4375,15.5625,73.5312,67.2188
Davidson,34,26.7059,23.2941,55.5294,55.5882,48.0529,41.9676,17.8529,15.2059,32.6176,31.3824,54.6176,48.5853,8.8529,8.0882,22.9118,24.2059,38.3765,34.3706,56.0206,49.2441,13.2353,11.3529,25.9118,24.9412,66.6618,63.4971,7.4118,7.5294,26.7647,23.6176,14.6471,11.8824,4.6176,5.0294,2.5882,2.3235,9.7941,11.0588,14.8235,17.6765,75.5,66.0294
Tennessee,35,26.1429,22.0,60.2,54.6286,43.4343,40.4771,17.4286,15.2857,35.9429,33.2,48.44,46.36,8.7143,6.7143,24.2571,21.4286,36.58,31.7171,50.7229,46.7114,12.4571,12.2286,30.6857,28.9714,60.1657,59.6229,11.6571,9.4,25.2,24.2857,16.4571,11.4571,9.2857,6.6286,4.2571,2.8286,12.2571,15.8286,16.9143,17.1714,73.4571,62.9429
Florida,34,24.2647,24.4412,56.8529,55.4118,42.7294,44.2941,16.3529,18.5588,30.8529,37.1765,53.3382,50.2471,7.9118,5.8824,26.0,20.7059,30.4824,31.2824,49.7882,49.5824,14.1471,11.7353,25.5882,27.7353,66.5,58.7235,11.0882,10.8824,22.5294,24.0588,12.7941,11.9118,8.3529,7.6176,5.0294,2.6176,12.4412,14.6176,15.9706,17.6471,70.5882,66.5
